"Designator","Val","Package","Mid X","Mid Y","Rotation","Layer"
"C1","1uF","C_0402_1005Metric","59.700000","-63.625000","180.000000","top"
"U1","74HCT245","DHVQFN-20-1EP_2.5x4.5mm_P0.5mm_EP1x3mm","59.690000","-59.690000","90.000000","top"
